Datum;ID_Omg;Vecka;M1-1;M1-X;M1-2;M2-1;M2-X;M2-2;M3-1;M3-X;M3-2;M4-1;M4-X;M4-2;M5-1;M5-X;M5-2;M6-1;M6-X;M6-2;M7-1;M7-X;M7-2;M8-1;M8-X;M8-2;M9-1;M9-X;M9-2;M10-1;M10-X;M10-2;M11-1;M11-X;M11-2;M12-1;M12-X;M12-2;M13-1;M13-X;M13-2;M1;M2;M3;M4;M5;M6;M7;M8;M9;M10;M11;M12;M13;13 rätt;12 rätt;11 rätt;10 rätt;Vinnare 13;Vinnare 12;Vinnare 11;Vinnare 10;Omsättning;JackPott_Milj;Correct_Row;True_Rank
2022-05-11;2162;19;39.0;31.0;30.0;17.0;24.0;59.0;67.0;20.0;13.0;23;26.0;51.0;7;16.0;77.0;30.0;26.0;44.0;59.0;24.0;17.0;16;26.0;58.0;42.0;29.0;29.0;40.0;31.0;29.0;30.0;27.0;43.0;61.0;22.0;17.0;44.0;27.0;29.0;1;2;1;X;2;X;X;2;1;X;1;1;1;47538;854;37;0;38.0;1193.0;14840;97326;7126102;;121X2XX21X111;9927
2022-05-15;2163;19;44.0;28.0;28.0;38.0;27.0;35.0;50.0;25.0;25.0;54;26.0;20.0;70;19.0;11.0;37.0;27.0;36.0;48.0;26.0;26.0;11;19.0;70.0;46.0;26.0;28.0;54.0;24.0;22.0;13.0;18.0;69.0;52.0;24.0;24.0;45.0;24.0;31.0;X;1;1;X;1;X;2;X;X;1;2;1;2;209095;4222;172;45;20.0;404.0;5389;42207;11928635;4.0;X11X1X2XX1212;126372
2022-05-18;2164;20;41.0;28.0;31.0;39.0;30.0;31.0;29.0;26.0;45.0;53;24.0;23.0;46;26.0;28.0;40.0;26.0;34.0;40.0;26.0;34.0;62;22.0;16.0;59.0;23.0;18.0;33.0;29.0;38.0;46.0;28.0;26.0;48.0;27.0;25.0;70.0;20.0;10.0;X;2;X;X;X;2;2;1;X;2;X;1;X;0;108540;2888;480;0.0;6.0;123;1541;4554163;;X2XXX221X2X1X;924091
2022-05-21;2165;20;72.0;19.0;9.0;36.0;29.0;35.0;26.0;27.0;47.0;61;22.0;17.0;45;28.0;27.0;77.0;14.0;9.0;49.0;26.0;25.0;39;28.0;33.0;30.0;23.0;47.0;23.0;24.0;53.0;44.0;27.0;29.0;36.0;28.0;36.0;64.0;20.0;16.0;X;2;X;X;1;2;1;2;X;X;1;X;2;0;189579;8163;1400;0.0;6.0;76;923;7954368;4.0;X2XX1212XX1X2;1347205
2022-05-25;2166;21;42.0;28.0;30.0;47.0;26.0;27.0;17.0;22.0;61.0;35;26.0;39.0;41;25.0;34.0;43.0;26.0;31.0;32.0;26.0;42.0;45;25.0;30.0;30.0;26.0;44.0;43.0;26.0;31.0;22.0;25.0;53.0;37.0;30.0;33.0;36.0;28.0;36.0;1;1;2;X;1;1;X;X;1;X;X;X;X;2000000;8652;356;96;3.0;130.0;1722;13194;7866082;6.0;112X11XX1XXXX;491031
2022-05-29;2167;21;16.0;20.0;64.0;69.0;20.0;11.0;16.0;24.0;60.0;38;26.0;36.0;24;26.0;50.0;40.0;26.0;34.0;27.0;29.0;44.0;47;28.0;25.0;45.0;26.0;29.0;40.0;31.0;29.0;43.0;27.0;30.0;43.0;26.0;31.0;34.0;28.0;38.0;2;1;2;X;1;2;2;X;X;1;X;2;X;260632;3852;164;45;6.0;229.0;2921;22092;6168810;;212X122XX1X2X;125666
2022-06-02;2168;22;29.0;30.0;41.0;42.0;29.0;29.0;31.0;29.0;40.0;42;29.0;29.0;32;32.0;36.0;51.0;27.0;22.0;37.0;30.0;33.0;45;28.0;27.0;42.0;28.0;30.0;55.0;26.0;19.0;45.0;28.0;27.0;19.0;26.0;55.0;36.0;32.0;32.0;2;X;1;2;2;X;2;1;2;2;2;2;1;0;78138;1465;277;0.0;11.0;320;3518;6010684;;2X122X2122221;690242
2022-06-05;2169;22;46.0;29.0;25.0;20.0;26.0;54.0;65.0;22.0;13.0;42;30.0;28.0;55;26.0;19.0;30.0;29.0;41.0;34.0;31.0;35.0;52;28.0;20.0;12.0;20.0;68.0;37.0;31.0;32.0;26.0;28.0;46.0;42.0;29.0;29.0;31.0;30.0;39.0;2;X;1;2;1;2;X;X;2;1;X;X;2;83641;1341;75;26;46.0;977.0;9439;55937;9166906;3.0;2X1212XX21XX2;131511
2022-06-09;2170;23;43.0;28.0;29.0;69.0;21.0;10.0;71.0;19.0;10.0;24;27.0;49.0;41;31.0;28.0;80.0;13.0;7.0;45.0;31.0;24.0;34;33.0;33.0;44.0;29.0;27.0;21.0;26.0;53.0;40.0;29.0;31.0;17.0;26.0;57.0;39.0;31.0;30.0;2;X;1;2;2;1;1;2;2;X;2;2;2;218701;3321;129;36;7.0;260.0;3649;27186;6039083;;2X1221122X222;100868
2022-06-12;2171;23;47.0;27.0;26.0;24.0;27.0;49.0;72.0;17.0;11.0;26;28.0;46.0;54;27.0;19.0;55.0;24.0;21.0;82.0;12.0;6.0;33;28.0;39.0;60.0;24.0;16.0;50.0;28.0;22.0;38.0;30.0;32.0;22.0;28.0;50.0;43.0;26.0;31.0;1;X;1;1;1;X;1;2;2;1;X;1;2;472921;9789;323;75;4.0;109.0;1798;16157;7462269;;1X111X1221X12;129961
2022-06-14;2172;24;54.0;25.0;21.0;74.0;17.0;9.0;72.0;17.0;11.0;28;27.0;45.0;47;28.0;25.0;50.0;28.0;22.0;52.0;27.0;21.0;65;22.0;13.0;12.0;17.0;71.0;56.0;28.0;16.0;38.0;26.0;36.0;18.0;28.0;54.0;59.0;23.0;18.0;1;2;1;2;1;2;X;X;2;1;2;X;1;1039221;4766;152;36;1.0;123.0;2091;18178;4099492;;121212XX212X1;78415
2022-06-19;2173;24;40.0;32.0;28.0;20.0;22.0;58.0;63.0;21.0;16.0;46;27.0;27.0;26;26.0;48.0;58.0;24.0;18.0;72.0;16.0;12.0;38;28.0;34.0;32.0;28.0;40.0;75.0;16.0;9.0;65.0;20.0;15.0;57.0;25.0;18.0;60.0;23.0;17.0;2;2;2;1;2;X;2;X;2;1;1;2;X;1366085;15412;545;124;1.0;50.0;771;7037;5388899;;22212X2X2112X;368619
2022-06-23;2174;25;34.0;26.0;40.0;36.0;25.0;39.0;26.0;24.0;50.0;53;24.0;23.0;16;20.0;64.0;51.0;24.0;25.0;34.0;25.0;41.0;54;22.0;24.0;61.0;21.0;18.0;64.0;21.0;15.0;28.0;24.0;48.0;37.0;24.0;39.0;55.0;23.0;22.0;2;1;2;1;2;1;1;1;2;1;1;X;1;25469;498;22;0;49.0;1412.0;16818;99494;4923086;;21212111211X1;7250
2022-06-28;2175;26;51.0;24.0;25.0;59.0;23.0;18.0;37.0;26.0;37.0;62;22.0;16.0;16;20.0;64.0;10.0;16.0;74.0;22.0;26.0;52.0;43;30.0;27.0;52.0;26.0;22.0;34.0;26.0;40.0;23.0;25.0;52.0;85.0;11.0;4.0;26.0;25.0;49.0;1;2;X;1;2;X;X;X;1;2;2;1;2;233630;2200;90;25;9.0;334.0;4444;33185;5138767;1.5;12X12XXX12212;37613
2022-07-03;2176;26;41.0;25.0;34.0;41.0;25.0;34.0;64.0;21.0;15.0;36;29.0;35.0;33;25.0;42.0;29.0;24.0;47.0;24.0;26.0;50.0;64;21.0;15.0;54.0;24.0;22.0;43.0;27.0;30.0;32.0;26.0;42.0;21.0;22.0;57.0;46.0;25.0;29.0;1;X;2;1;1;X;2;1;X;1;2;1;1;535580;8315;319;80;3.0;109.0;1545;12808;6338235;;1X211X21X1211;398208
2022-07-05;2177;27;77.0;14.0;9.0;66.0;20.0;14.0;42.0;26.0;32.0;35;29.0;36.0;46;26.0;28.0;52.0;25.0;23.0;72.0;17.0;11.0;62;22.0;16.0;48.0;28.0;24.0;28.0;27.0;45.0;46.0;30.0;24.0;71.0;18.0;11.0;41.0;30.0;29.0;1;1;1;X;1;1;1;1;X;X;X;1;X;4428;147;0;0;209.0;3543.0;25480;108959;3651201;;111X1111XXX1X;1871
2022-07-10;2178;27;44.0;27.0;29.0;57.0;25.0;18.0;25.0;26.0;49.0;46;27.0;27.0;37;27.0;36.0;40.0;27.0;33.0;64.0;21.0;15.0;41;25.0;34.0;61.0;22.0;17.0;37.0;28.0;35.0;46.0;26.0;28.0;74.0;16.0;10.0;63.0;21.0;16.0;X;X;2;1;X;X;1;2;1;X;X;1;1;74153;1203;59;19;34.0;770.0;8448;54672;6481715;2.5;XX21XX121XX11;30151
2022-07-12;2179;28;21.0;24.0;55.0;24.0;25.0;51.0;42.0;27.0;31.0;32;28.0;40.0;20;25.0;55.0;53.0;27.0;20.0;19.0;23.0;58.0;38;30.0;32.0;54.0;23.0;23.0;73.0;17.0;10.0;74.0;16.0;10.0;36.0;32.0;32.0;36.0;31.0;33.0;X;1;X;1;X;1;1;1;1;1;1;2;X;179787;3380;123;32;5.0;150.0;2247;17955;3546097;;X1X1X1111112X;170447
2022-07-17;2180;28;67.0;19.0;14.0;14.0;20.0;66.0;53.0;27.0;20.0;48;25.0;27.0;50;27.0;23.0;52.0;24.0;24.0;56.0;24.0;20.0;33;28.0;39.0;45.0;27.0;28.0;50.0;25.0;25.0;31.0;29.0;40.0;49.0;27.0;24.0;44.0;27.0;29.0;1;2;1;1;X;1;1;2;2;1;X;1;1;1687;58;0;0;824.0;13518.0;86337;303725;5485753;;1211X11221X11;390
2022-07-21;2181;29;74.0;16.0;10.0;44.0;28.0;28.0;21.0;27.0;52.0;58;23.0;19.0;27;28.0;45.0;53.0;26.0;21.0;64.0;22.0;14.0;64;21.0;15.0;38.0;31.0;31.0;57.0;24.0;19.0;57.0;23.0;20.0;42.0;28.0;30.0;59.0;23.0;18.0;1;2;1;X;1;1;X;1;1;X;2;1;1;318989;3862;186;51;8.0;180.0;2032;15290;4862310;2.5;121X11X11X211;250891
2022-07-24;2182;29;37.0;25.0;38.0;56.0;24.0;20.0;36.0;27.0;37.0;25;28.0;47.0;40;27.0;33.0;28.0;28.0;44.0;53.0;23.0;24.0;41;27.0;32.0;22.0;26.0;52.0;32.0;28.0;40.0;23.0;25.0;52.0;43.0;27.0;30.0;40.0;28.0;32.0;2;1;1;2;1;2;2;1;X;1;2;X;1;12527;336;22;0;98.0;2061.0;17096;85013;4843155;;21121221X12X1;42492
2022-07-28;2183;30;51.0;25.0;24.0;42.0;28.0;30.0;26.0;26.0;48.0;27;29.0;44.0;37;28.0;35.0;64.0;21.0;15.0;35.0;29.0;36.0;68;20.0;12.0;34.0;31.0;35.0;38.0;27.0;35.0;13.0;20.0;67.0;34.0;29.0;37.0;13.0;19.0;68.0;1;1;1;1;2;X;2;1;1;1;2;X;X;429477;5684;241;62;5.0;135.0;1735;14062;5366370;2.0;11112X21112XX;215353
2022-07-31;2184;30;39.0;29.0;32.0;71.0;17.0;12.0;43.0;25.0;32.0;74;17.0;9.0;41;28.0;31.0;50.0;25.0;25.0;30.0;25.0;45.0;39;27.0;34.0;67.0;19.0;14.0;49.0;26.0;25.0;24.0;26.0;50.0;67.0;18.0;15.0;54.0;24.0;22.0;X;1;X;2;2;2;X;2;1;1;1;X;1;0;78286;1415;224;0.0;12.0;362;4760;6569465;;X1X222X2111X1;505704
2022-08-04;2185;31;75.0;16.0;9.0;43.0;31.0;26.0;66.0;20.0;14.0;32;29.0;39.0;35;30.0;35.0;29.0;28.0;43.0;53.0;26.0;21.0;62;22.0;16.0;19.0;23.0;58.0;61.0;23.0;16.0;36.0;26.0;38.0;45.0;25.0;30.0;53.0;25.0;22.0;1;2;X;2;1;2;1;1;1;2;1;X;1;1648299;7932;256;59;2.0;116.0;1953;17453;6434872;3.0;12X21211121X1;192121
2022-08-07;2186;31;60.0;24.0;16.0;11.0;18.0;71.0;48.0;26.0;26.0;82;12.0;6.0;33;29.0;38.0;30.0;27.0;43.0;20.0;24.0;56.0;20;25.0;55.0;55.0;24.0;21.0;44.0;27.0;29.0;55.0;23.0;22.0;22.0;24.0;54.0;60.0;23.0;17.0;2;2;X;1;1;X;1;X;1;1;1;X;1;238038;4131;155;38;10.0;325.0;4701;39289;9390081;;22X11X1X111X1;93947
2022-08-11;2187;32;18.0;21.0;61.0;26.0;29.0;45.0;28.0;26.0;46.0;57;23.0;20.0;31;28.0;41.0;57.0;25.0;18.0;46.0;28.0;26.0;53;25.0;22.0;47.0;28.0;25.0;32.0;31.0;37.0;72.0;18.0;10.0;38.0;31.0;31.0;26.0;29.0;45.0;X;X;X;X;X;1;1;1;1;2;1;X;2;25228;735;43;16;52.0;1006.0;9274;50923;5174986;;XXXXX111121X2;88638
2022-08-14;2188;32;42.0;28.0;30.0;23.0;26.0;51.0;58.0;25.0;17.0;62;22.0;16.0;45;26.0;29.0;54.0;23.0;23.0;61.0;22.0;17.0;15;21.0;64.0;13.0;17.0;70.0;27.0;29.0;44.0;51.0;27.0;22.0;43.0;29.0;28.0;42.0;29.0;29.0;X;1;X;1;X;X;1;2;2;2;1;X;X;30647;779;39;0;73.0;1619.0;17513;102950;8825487;;X1X1XX12221XX;63451
2022-08-18;2189;33;51.0;25.0;24.0;27.0;29.0;44.0;33.0;30.0;37.0;66;20.0;14.0;31;31.0;38.0;51.0;25.0;24.0;32.0;27.0;41.0;48;27.0;25.0;60.0;23.0;17.0;30.0;28.0;42.0;32.0;28.0;40.0;30.0;30.0;40.0;51.0;24.0;25.0;1;X;1;1;X;1;2;1;1;1;1;X;2;107042;1042;49;16;27.0;788.0;8968;56381;5743631;2.5;1X11X121111X2;24057
2022-08-21;2190;33;16.0;22.0;62.0;11.0;19.0;70.0;41.0;28.0;31.0;34;28.0;38.0;44;27.0;29.0;57.0;25.0;18.0;50.0;27.0;23.0;28;27.0;45.0;15.0;20.0;65.0;44.0;28.0;28.0;35.0;25.0;40.0;19.0;27.0;54.0;29.0;26.0;45.0;1;X;2;X;X;1;2;2;2;2;2;X;X;0;67136;2092;370;0.0;20.0;350;4117;9389776;;1X2XX122222XX;792267
2022-08-25;2191;34;34.0;28.0;38.0;22.0;24.0;54.0;40.0;28.0;32.0;62;22.0;16.0;43;28.0;29.0;44.0;28.0;28.0;28.0;26.0;46.0;33;29.0;38.0;40.0;29.0;31.0;45.0;27.0;28.0;55.0;26.0;19.0;64.0;21.0;15.0;14.0;18.0;68.0;2;1;2;X;2;2;2;X;2;2;1;1;2;485032;3915;169;49;9.0;286.0;3600;25591;7830;3.5;212X222X22112;192411
2022-08-28;2192;34;42.0;28.0;30.0;14.0;20.0;66.0;35.0;30.0;35.0;33;27.0;40.0;32;30.0;38.0;64.0;22.0;14.0;53.0;26.0;21.0;15;20.0;65.0;21.0;28.0;51.0;29.0;27.0;44.0;22.0;25.0;53.0;35.0;27.0;38.0;38.0;27.0;35.0;2;2;X;X;2;2;1;2;X;X;2;2;2;388151;4176;149;37;7.0;367.0;5584;46305;10718198;;22XX2212XX222;126866
2022-08-31;2193;35;72.0;17.0;11.0;67.0;21.0;12.0;26.0;29.0;45.0;25;27.0;48.0;40;29.0;31.0;49.0;26.0;25.0;39.0;30.0;31.0;47;27.0;26.0;45.0;28.0;27.0;64.0;21.0;15.0;46.0;27.0;27.0;69.0;18.0;13.0;39.0;26.0;35.0;1;1;X;X;2;1;2;X;1;1;2;1;1;47101;936;42;0;39.0;1107.0;13445;85369;7246433;;11XX212X11211;10753
2022-09-04;2194;35;37.0;27.0;36.0;51.0;26.0;23.0;33.0;26.0;41.0;78;14.0;8.0;20;24.0;56.0;22.0;26.0;52.0;47.0;26.0;27.0;31;29.0;40.0;61.0;24.0;15.0;49.0;29.0;22.0;36.0;25.0;39.0;37.0;29.0;34.0;44.0;27.0;29.0;1;1;1;X;2;1;1;X;2;1;2;2;2;479792;7908;358;98;9.0;224.0;2695;20386;12388898;4.0;111X211X21222;520880
2022-09-08;2195;36;59.0;24.0;17.0;49.0;25.0;26.0;41.0;28.0;31.0;28;25.0;47.0;36;28.0;36.0;38.0;29.0;33.0;68.0;19.0;13.0;44;29.0;27.0;26.0;25.0;49.0;50.0;25.0;25.0;26.0;28.0;46.0;61.0;23.0;16.0;29.0;28.0;43.0;2;1;1;2;1;1;1;2;X;X;X;X;X;0;24885;658;139;0.0;38.0;783;7710;6612851;;21121112XXXXX;537162
2022-09-11;2196;36;72.0;18.0;10.0;28.0;27.0;45.0;40.0;28.0;32.0;44;28.0;28.0;62;22.0;16.0;22.0;26.0;52.0;32.0;28.0;40.0;36;27.0;37.0;24.0;32.0;44.0;33.0;27.0;40.0;37.0;28.0;35.0;39.0;27.0;34.0;47.0;26.0;27.0;1;X;1;X;1;1;1;2;1;1;1;2;X;1500000;14059;580;138;3.0;99.0;1308;11425;9733609;4.5;1X1X11121112X;287055
2022-09-15;2197;37;60.0;23.0;17.0;68.0;18.0;14.0;60.0;21.0;19.0;44;27.0;29.0;55;25.0;20.0;53.0;27.0;20.0;19.0;24.0;57.0;34;29.0;37.0;48.0;25.0;27.0;33.0;28.0;39.0;34.0;28.0;38.0;19.0;24.0;57.0;33.0;29.0;38.0;1;X;1;1;2;X;2;1;1;X;X;2;2;40730;1168;55;17;36.0;708.0;8196;53239;5784171;;1X112X211XX22;85621
2022-09-18;2198;37;35.0;29.0;36.0;51.0;24.0;25.0;48.0;25.0;27.0;52;24.0;24.0;38;26.0;36.0;53.0;26.0;21.0;64.0;22.0;14.0;16;22.0;62.0;71.0;18.0;11.0;23.0;19.0;58.0;43.0;26.0;31.0;46.0;23.0;31.0;22.0;21.0;57.0;1;2;2;1;2;X;1;2;X;2;X;X;1;794355;14611;474;105;3.0;92.0;1546;14468;9400654;;12212X12X2XX1;371238
2022-09-22;2199;38;69.0;19.0;12.0;70.0;19.0;11.0;39.0;29.0;32.0;27;27.0;46.0;69;20.0;11.0;45.0;29.0;26.0;75.0;16.0;9.0;26;30.0;44.0;35.0;29.0;36.0;42.0;30.0;28.0;56.0;26.0;18.0;47.0;28.0;25.0;57.0;26.0;17.0;1;1;1;2;2;X;X;2;1;X;1;1;1;120536;2106;60;15;11.0;355.0;6706;53811;5230370;;11122XX21X111;59346
2022-09-25;2200;38;46.0;24.0;30.0;27.0;27.0;46.0;35.0;30.0;35.0;33;28.0;39.0;56;26.0;18.0;21.0;26.0;53.0;40.0;31.0;29.0;38;30.0;32.0;50.0;28.0;22.0;29.0;32.0;39.0;47.0;24.0;29.0;60.0;22.0;18.0;30.0;25.0;45.0;1;1;2;2;1;X;1;1;X;X;1;1;2;13777;382;23;0;129.0;2622.0;23731;125088;7010869;;11221X11XX112;22632
2022-09-27;2201;39;53.0;26.0;21.0;42.0;28.0;30.0;41.0;29.0;30.0;58;25.0;17.0;69;21.0;10.0;39.0;29.0;32.0;48.0;28.0;24.0;48;28.0;24.0;60.0;24.0;16.0;17.0;24.0;59.0;45.0;30.0;25.0;35.0;29.0;36.0;45.0;26.0;29.0;X;2;2;1;1;X;X;1;1;1;2;2;X;694796;8409;350;89;4.0;110.0;1439;11770;6469104;2.5;X2211XX11122X;263352
2022-10-02;2202;39;72.0;17.0;11.0;40.0;28.0;32.0;24.0;26.0;50.0;26;27.0;47.0;59;24.0;17.0;17.0;22.0;61.0;39.0;28.0;33.0;30;29.0;41.0;49.0;27.0;24.0;63.0;22.0;15.0;37.0;27.0;36.0;33.0;26.0;41.0;39.0;28.0;33.0;1;X;X;X;1;2;1;2;1;1;1;X;X;17174;457;27;0;161.0;3413.0;30532;163677;10907429;;1XXX1212111XX;14385
2022-10-06;2203;40;55.0;24.0;21.0;78.0;13.0;9.0;54.0;25.0;21.0;33;25.0;42.0;52;26.0;22.0;60.0;22.0;18.0;63.0;22.0;15.0;69;19.0;12.0;53.0;24.0;23.0;19.0;24.0;57.0;61.0;22.0;17.0;65.0;21.0;14.0;15.0;23.0;62.0;2;1;2;X;2;1;1;1;2;2;2;2;X;1209390;8796;328;82;3.0;119.0;1740;14400;7320372;3.0;212X21112222X;321551
2022-10-09;2204;40;38.0;25.0;37.0;26.0;27.0;47.0;46.0;26.0;28.0;54;24.0;22.0;71;19.0;10.0;37.0;28.0;35.0;49.0;25.0;26.0;50;25.0;25.0;78.0;15.0;7.0;66.0;20.0;14.0;39.0;29.0;32.0;32.0;31.0;37.0;48.0;25.0;27.0;1;2;1;1;1;X;2;2;X;1;1;X;1;99401;2277;94;25;26.0;640.0;8418;64481;10195048;;12111X22X11X1;70403
2022-10-13;2205;41;71.0;18.0;11.0;65.0;20.0;15.0;40.0;27.0;33.0;28;26.0;46.0;77;15.0;8.0;62.0;21.0;17.0;20.0;24.0;56.0;65;20.0;15.0;33.0;28.0;39.0;47.0;28.0;25.0;30.0;26.0;44.0;45.0;27.0;28.0;66.0;21.0;13.0;1;X;1;1;1;1;2;1;2;1;2;X;2;44906;895;42;0;32.0;905.0;10495;68687;5668641;;1X111121212X2;18638
2022-10-16;2206;41;25.0;23.0;52.0;49.0;25.0;26.0;21.0;26.0;53.0;16;22.0;62.0;33;28.0;39.0;42.0;27.0;31.0;43.0;29.0;28.0;49;27.0;24.0;22.0;26.0;52.0;43.0;27.0;30.0;16.0;23.0;61.0;71.0;18.0;11.0;32.0;28.0;40.0;1;X;2;2;X;1;1;2;2;X;2;1;1;40856;764;39;0;100.0;2335.0;24522;149085;12483271;;1X22X1122X211;27156
2022-10-19;2207;42;40.0;27.0;33.0;68.0;19.0;13.0;19.0;24.0;57.0;59;24.0;17.0;36;29.0;35.0;40.0;26.0;34.0;61.0;21.0;18.0;32;25.0;43.0;26.0;24.0;50.0;11.0;18.0;71.0;62.0;22.0;16.0;27.0;28.0;45.0;34.0;29.0;37.0;1;1;X;1;2;2;1;2;2;2;1;X;1;18470;254;15;0;222.0;4589.0;40521;204165;8173061;3.5;11X12212221X1;1779
2022-10-23;2208;42;47.0;26.0;27.0;17.0;22.0;61.0;47.0;28.0;25.0;46;26.0;28.0;44;28.0;28.0;44.0;26.0;30.0;32.0;26.0;42.0;39;28.0;33.0;48.0;27.0;25.0;33.0;27.0;40.0;66.0;20.0;14.0;31.0;28.0;41.0;39.0;27.0;34.0;2;X;2;1;2;1;1;2;2;2;1;2;1;362018;4442;185;52;12.0;383.0;4993;37177;11897820;4.0;2X21211222121;317968
2022-10-27;2209;43;54.0;24.0;22.0;25.0;26.0;49.0;27.0;25.0;48.0;38;27.0;35.0;14;21.0;65.0;64.0;21.0;15.0;44.0;28.0;28.0;11;19.0;70.0;66.0;20.0;14.0;42.0;29.0;29.0;19.0;24.0;57.0;56.0;25.0;19.0;48.0;27.0;25.0;2;X;1;1;2;X;1;2;1;1;X;1;1;72413;1797;74;21;22.0;500.0;6574;48121;6284404;;2X112X1211X11;47853
2022-10-30;2210;43;57.0;23.0;20.0;80.0;13.0;7.0;26.0;29.0;45.0;67;19.0;14.0;44;28.0;28.0;46.0;28.0;26.0;25.0;29.0;46.0;61;22.0;17.0;28.0;28.0;44.0;23.0;25.0;52.0;46.0;25.0;29.0;33.0;27.0;40.0;47.0;27.0;26.0;1;1;1;2;1;2;2;1;2;2;1;X;1;70929;1386;60;17;36.0;1039.0;12955;96156;96156;;11121221221X1;14824
2022-11-02;2211;44;61.0;22.0;17.0;19.0;22.0;59.0;75.0;16.0;9.0;78;15.0;7.0;21;24.0;55.0;19.0;22.0;59.0;37.0;31.0;32.0;66;21.0;13.0;32.0;29.0;39.0;35.0;30.0;35.0;49.0;27.0;24.0;34.0;30.0;36.0;31.0;29.0;40.0;1;2;1;1;X;2;X;1;2;2;X;2;1;6068;158;0;0;289.0;6234.0;53191;246480;6917780;;1211X2X122X21;2999
2022-11-06;2212;44;30.0;25.0;45.0;28.0;27.0;45.0;24.0;26.0;50.0;50;27.0;23.0;30;29.0;41.0;48.0;26.0;26.0;24.0;27.0;49.0;44;29.0;27.0;50.0;27.0;23.0;60.0;24.0;16.0;43.0;26.0;31.0;45.0;27.0;28.0;56.0;21.0;23.0;2;1;2;2;1;2;2;X;X;2;1;1;2;459721;9337;420;120;11.0;205.0;2481;17982;13385439;4.0;2122122XX2112;771822
2022-11-09;2213;45;63.0;20.0;17.0;57.0;24.0;19.0;56.0;24.0;20.0;25;25.0;50.0;69;19.0;12.0;41.0;27.0;32.0;65.0;21.0;14.0;73;17.0;10.0;63.0;22.0;15.0;58.0;25.0;17.0;25.0;30.0;45.0;49.0;26.0;25.0;55.0;23.0;22.0;1;2;X;1;X;1;X;1;1;1;1;1;1;88251;2065;98;30;19.0;458.0;5237;35828;6614476;;12X1X1X111111;108998
2022-11-13;2214;45;24.0;24.0;52.0;51.0;26.0;23.0;49.0;25.0;26.0;56;24.0;20.0;53;26.0;21.0;50.0;26.0;24.0;44.0;33.0;23.0;42;27.0;31.0;38.0;28.0;34.0;36.0;27.0;37.0;47.0;29.0;24.0;55.0;25.0;20.0;58.0;22.0;20.0;2;2;1;1;X;2;1;2;X;X;1;1;2;201894;3443;144;40;14.0;463.0;6013;44865;11149977;;2211X212XX112;217097
2022-11-16;2215;46;42.0;30.0;28.0;14.0;23.0;63.0;23.0;26.0;51.0;26;26.0;48.0;35;28.0;37.0;46.0;30.0;24.0;22.0;26.0;52.0;44;29.0;27.0;22.0;28.0;50.0;46.0;28.0;26.0;43.0;30.0;27.0;73.0;17.0;10.0;35.0;29.0;36.0;2;2;2;2;2;1;1;2;1;2;X;1;2;117125;3249;160;44;9.0;183.0;2026;15328;4158299;;2222211212X12;100766
2022-11-20;2216;46;36.0;32.0;32.0;81.0;13.0;6.0;65.0;22.0;13.0;36;31.0;33.0;76;16.0;8.0;24.0;29.0;47.0;64.0;21.0;15.0;82;12.0;6.0;64.0;22.0;14.0;56.0;26.0;18.0;55.0;26.0;19.0;68.0;21.0;11.0;67.0;20.0;13.0;X;2;X;X;1;X;2;1;1;1;X;1;1;1000000;7139;139;27;5.0;238.0;6653;69495;11883096;5.0;X2XX1X2111X11;76832
2022-11-25;2217;47;61.0;23.0;16.0;38.0;30.0;32.0;60.0;24.0;16.0;46;29.0;25.0;63;23.0;14.0;58.0;25.0;17.0;59.0;24.0;17.0;54;26.0;20.0;37.0;29.0;34.0;19.0;26.0;55.0;37.0;32.0;31.0;66.0;21.0;13.0;45.0;28.0;27.0;X;2;1;1;1;2;2;1;X;X;2;1;1;833333;8988;308;69;6.0;183.0;2912;27080;11503266;5.0;X2111221XX211;149474
2022-11-29;2218;48;12.0;21.0;67.0;22.0;27.0;51.0;12.0;21.0;67.0;11;20.0;69.0;17;24.0;59.0;12.0;21.0;67.0;31.0;29.0;40.0;33;28.0;39.0;11.0;18.0;71.0;5.0;9.0;86.0;16.0;22.0;62.0;7.0;14.0;79.0;37.0;29.0;34.0;2;2;1;1;2;2;X;2;1;2;1;1;2;5000000;10900;359;89;1.0;152.0;2512;21084;11586197;5.0;221122X212112;392798
2022-12-04;2219;48;74.0;17.0;9.0;63.0;24.0;13.0;55.0;26.0;19.0;53;28.0;19.0;57;25.0;18.0;47.0;28.0;25.0;45.0;29.0;26.0;37;32.0;31.0;32.0;31.0;37.0;61.0;25.0;14.0;28.0;31.0;41.0;48.0;29.0;23.0;48.0;26.0;26.0;1;1;2;1;1;X;X;2;X;2;X;2;X;257315;5845;298;78;6.0;149.0;1592;12642;6090303;;11211XX2X2X2X;324248
2022-12-07;2220;49;18.0;21.0;61.0;69.0;19.0;12.0;36.0;33.0;31.0;55;25.0;20.0;38;33.0;29.0;36.0;31.0;33.0;46.0;27.0;27.0;20;23.0;57.0;39.0;28.0;33.0;32.0;31.0;37.0;31.0;31.0;38.0;36.0;32.0;32.0;37.0;32.0;31.0;1;1;1;2;1;1;1;2;1;2;2;2;2;151274;2694;123;35;6.0;190.0;2265;16299;3580472;;1112111212222;122035
