Datum;ID_Omg;Vecka;M1-1;M1-X;M1-2;M2-1;M2-X;M2-2;M3-1;M3-X;M3-2;M4-1;M4-X;M4-2;M5-1;M5-X;M5-2;M6-1;M6-X;M6-2;M7-1;M7-X;M7-2;M8-1;M8-X;M8-2;M9-1;M9-X;M9-2;M10-1;M10-X;M10-2;M11-1;M11-X;M11-2;M12-1;M12-X;M12-2;M13-1;M13-X;M13-2;M1;M2;M3;M4;M5;M6;M7;M8;M9;M10;M11;M12;M13;13 rätt;12 rätt;11 rätt;10 rätt;Vinnare 13;Vinnare 12;Vinnare 11;Vinnare 10;Omsättning;JackPott_Milj;Correct_Row;True_Rank
2021-10-12;2103;41;50.0;27.0;23.0;44.0;31.0;25.0;64.0;22.0;14.0;85;11.0;4.0;55;25.0;20.0;38.0;31.0;31.0;25.0;27.0;48.0;10;19.0;71.0;7.0;14.0;79.0;16.0;27.0;57.0;43.0;27.0;30.0;64.0;21.0;15.0;16.0;26.0;58.0;1;2;1;X;X;1;2;2;2;2;X;1;2;42230;488;20;0;33.0;1610.0;21211;135365;5497503;;121XX12222X12;12912
2021-10-17;2104;41;37.0;28.0;35.0;27.0;27.0;46.0;52.0;26.0;22.0;17;23.0;60.0;39;29.0;32.0;38.0;27.0;35.0;58.0;24.0;18.0;34;30.0;36.0;64.0;21.0;15.0;29.0;28.0;43.0;57.0;25.0;18.0;19.0;21.0;60.0;34.0;30.0;36.0;2;2;1;2;X;1;1;1;1;2;2;2;X;37924;496;24;0;100.0;3294.0;35959;201764;11436401;3.5;2212X1111222X;4709
2021-10-20;2105;42;87.0;9.0;4.0;55.0;23.0;22.0;13.0;18.0;69.0;26;28.0;46.0;25;29.0;46.0;29.0;26.0;45.0;41.0;29.0;30.0;43;28.0;29.0;62.0;23.0;15.0;47.0;27.0;26.0;36.0;30.0;34.0;45.0;28.0;27.0;26.0;26.0;48.0;1;1;2;2;X;2;X;2;1;1;1;2;1;67567;702;36;0;74.0;1829.0;19135;118265;8987100;5.0;1122X2X211121;7507
2021-10-24;2106;42;31.0;27.0;42.0;39.0;28.0;33.0;36.0;29.0;35.0;45;27.0;28.0;34;28.0;38.0;30.0;24.0;46.0;37.0;27.0;36.0;55;25.0;20.0;19.0;22.0;59.0;50.0;27.0;23.0;63.0;22.0;15.0;45.0;30.0;25.0;18.0;24.0;58.0;2;1;2;X;X;1;2;X;X;1;1;2;X;841013;11299;451;114;6.0;179.0;2444;20092;14144686;5.0;212XX12XX112X;601142
2021-10-27;2107;43;33.0;28.0;39.0;49.0;27.0;24.0;33.0;29.0;38.0;15;20.0;65.0;57;25.0;18.0;52.0;27.0;21.0;30.0;24.0;46.0;20;24.0;56.0;15.0;20.0;65.0;52.0;25.0;23.0;50.0;26.0;24.0;20.0;23.0;57.0;40.0;27.0;33.0;2;X;2;X;1;X;2;2;2;1;1;1;X;79365;968;46;15;63.0;1499.0;16962;107101;10151728;5.0;2X2X1X222111X;72245
2021-10-31;2108;43;35.0;28.0;37.0;28.0;26.0;46.0;39.0;26.0;35.0;48;27.0;25.0;55;23.0;22.0;45.0;27.0;28.0;15.0;22.0;63.0;65;21.0;14.0;43.0;30.0;27.0;49.0;29.0;22.0;34.0;26.0;40.0;42.0;26.0;32.0;35.0;26.0;39.0;2;2;2;X;2;1;2;1;1;X;2;1;1;121951;1916;86;25;41.0;1056.0;12821;89288;14152005;5.0;222X21211X211;24977
2021-11-03;2109;44;58.0;23.0;19.0;31.0;22.0;47.0;67.0;19.0;14.0;40;25.0;35.0;10;17.0;73.0;42.0;29.0;29.0;26.0;25.0;49.0;33;28.0;39.0;61.0;24.0;15.0;34.0;30.0;36.0;69.0;21.0;10.0;50.0;29.0;21.0;46.0;31.0;23.0;1;X;1;2;2;1;2;2;2;2;1;1;1;18050;187;0;0;277.0;8159.0;78518;375973;10715907;5.0;1X12212222111;3888
2021-11-07;2110;44;19.0;22.0;59.0;30.0;30.0;40.0;34.0;28.0;38.0;68;20.0;12.0;60;22.0;18.0;24.0;26.0;50.0;37.0;27.0;36.0;32;26.0;42.0;40.0;27.0;33.0;22.0;28.0;50.0;32.0;29.0;39.0;34.0;29.0;37.0;35.0;28.0;37.0;1;X;X;1;1;2;1;X;2;X;2;2;1;339305;3562;155;44;18.0;559.0;6994;50749;13926359;6.0;1XX1121X2X221;161775
2021-11-11;2111;45;12.0;22.0;66.0;12.0;23.0;65.0;59.0;25.0;16.0;11;18.0;71.0;43;30.0;27.0;33.0;28.0;39.0;39.0;30.0;31.0;81;13.0;6.0;69.0;20.0;11.0;36.0;31.0;33.0;67.0;21.0;12.0;71.0;18.0;11.0;65.0;21.0;14.0;1;2;X;X;X;2;2;1;1;2;1;1;1;94506;1453;54;0;18.0;660.0;9551;72990;6710496;;12XXX22112111;24009
2021-11-14;2112;45;73.0;18.0;9.0;57.0;25.0;18.0;61.0;22.0;17.0;26;30.0;44.0;62;22.0;16.0;72.0;18.0;10.0;12.0;25.0;63.0;48;31.0;21.0;36.0;31.0;33.0;50.0;26.0;24.0;32.0;28.0;40.0;37.0;30.0;33.0;72.0;17.0;11.0;1;X;1;2;1;2;2;1;X;1;2;1;1;16696;212;0;0;188.0;5430.0;51529;252688;8080575;3.0;1X121221X1211;5743
2021-11-16;2113;46;73.0;16.0;11.0;26.0;26.0;48.0;11.0;20.0;69.0;19;24.0;57.0;29;29.0;42.0;37.0;31.0;32.0;53.0;27.0;20.0;61;24.0;15.0;26.0;26.0;48.0;32.0;31.0;37.0;28.0;28.0;44.0;43.0;27.0;30.0;38.0;28.0;34.0;1;X;2;2;2;X;2;X;1;2;1;1;1;93899;922;48;16;38.0;994.0;10295;62943;6409458;3.0;1X222X2X12111;113826
2021-11-21;2114;46;83.0;11.0;6.0;56.0;23.0;21.0;34.0;28.0;38.0;27;25.0;48.0;35;27.0;38.0;31.0;29.0;40.0;43.0;28.0;29.0;20;23.0;57.0;31.0;29.0;40.0;13.0;20.0;67.0;26.0;29.0;45.0;54.0;25.0;21.0;54.0;23.0;23.0;1;1;2;2;X;2;1;2;2;2;2;X;X;2178;82;0;0;1191.0;17755.0;114459;428380;10237228;;1122X212222XX;4246
2021-11-24;2115;47;59.0;22.0;19.0;52.0;24.0;24.0;59.0;24.0;17.0;26;27.0;47.0;33;27.0;40.0;8.0;12.0;80.0;31.0;29.0;40.0;59;25.0;16.0;28.0;28.0;44.0;46.0;27.0;27.0;74.0;17.0;9.0;27.0;28.0;45.0;49.0;27.0;24.0;1;1;2;2;1;2;2;1;1;2;X;X;1;250000;2550;115;32;20.0;502.0;6020;44863;8952459;5.0;1122122112XX1;84052
2021-11-28;2116;47;61.0;22.0;17.0;78.0;14.0;8.0;29.0;28.0;43.0;45;28.0;27.0;66;19.0;15.0;59.0;22.0;19.0;58.0;22.0;20.0;60;22.0;18.0;54.0;23.0;23.0;28.0;28.0;44.0;68.0;20.0;12.0;20.0;24.0;56.0;51.0;25.0;24.0;X;1;2;1;1;1;1;2;1;1;2;2;2;339339;4463;156;35;9.0;386.0;6023;55509;12047555;;X121111211222;48395
2021-12-01;2117;48;11.0;19.0;70.0;11.0;18.0;71.0;37.0;28.0;35.0;12;19.0;69.0;52;27.0;21.0;51.0;26.0;23.0;21.0;24.0;55.0;22;24.0;54.0;68.0;19.0;13.0;69.0;17.0;14.0;29.0;25.0;46.0;72.0;16.0;12.0;44.0;28.0;28.0;2;2;X;2;X;X;2;X;1;2;2;X;2;383145;4183;124;29;6.0;310.0;5660;49163;9068541;;22X2XX2X122X2;112276
2021-12-05;2118;48;66.0;20.0;14.0;40.0;28.0;32.0;70.0;18.0;12.0;49;26.0;25.0;28;26.0;46.0;28.0;28.0;44.0;28.0;26.0;46.0;75;16.0;9.0;45.0;28.0;27.0;47.0;30.0;23.0;38.0;30.0;32.0;22.0;22.0;56.0;48.0;26.0;26.0;1;1;1;X;2;2;X;1;2;1;X;X;2;128352;2153;86;24;21.0;706.0;9577;89923;10632771;;111X22X121XX2;43455
2021-12-08;2119;49;59.0;20.0;21.0;67.0;18.0;15.0;54.0;22.0;24.0;72;17.0;11.0;32;30.0;38.0;41.0;28.0;31.0;31.0;30.0;39.0;42;27.0;31.0;58.0;24.0;18.0;45.0;26.0;29.0;52.0;25.0;23.0;58.0;23.0;19.0;35.0;27.0;38.0;1;X;2;1;1;2;1;X;1;1;1;1;2;111296;1637;64;18;15.0;575.0;7987;58920;6585620;;1X21121X11112;38260
2021-12-12;2120;49;57.0;23.0;20.0;42.0;29.0;29.0;26.0;26.0;48.0;45;26.0;29.0;23;25.0;52.0;41.0;29.0;30.0;26.0;24.0;50.0;75;15.0;10.0;35.0;27.0;38.0;67.0;19.0;14.0;47.0;27.0;26.0;37.0;30.0;33.0;29.0;26.0;45.0;1;1;X;1;X;1;2;2;1;1;2;2;1;404274;6880;282;70;7.0;232.0;3079;25579;11163386;;11X1X12211221;249164
2021-12-15;2121;50;45.0;27.0;28.0;45.0;28.0;27.0;41.0;31.0;28.0;47;27.0;26.0;52;24.0;24.0;14.0;20.0;66.0;39.0;27.0;34.0;55;23.0;22.0;17.0;23.0;60.0;58.0;22.0;20.0;39.0;31.0;30.0;75.0;16.0;9.0;22.0;29.0;49.0;1;2;2;X;X;X;X;1;2;X;2;1;1;0;17061;593;132;0.0;58.0;910;8455;6920043;;122XXXX12X211;473685
2021-12-19;2122;50;18.0;22.0;60.0;14.0;23.0;63.0;7.0;13.0;80.0;42;27.0;31.0;53;25.0;22.0;37.0;27.0;36.0;45.0;26.0;29.0;46;27.0;27.0;82.0;12.0;6.0;39.0;32.0;29.0;35.0;26.0;39.0;47.0;25.0;28.0;42.0;28.0;30.0;X;X;2;2;X;X;1;1;X;1;1;1;X;762394;9858;410;108;7.0;205.0;2686;21211;14132261;4.5;XX22XX11X111X;520940
2021-12-22;2123;51;20.0;23.0;57.0;76.0;15.0;9.0;29.0;26.0;45.0;23;25.0;52.0;37;28.0;35.0;45.0;26.0;29.0;43.0;27.0;30.0;32;29.0;39.0;43.0;29.0;28.0;57.0;25.0;18.0;38.0;29.0;33.0;54.0;24.0;22.0;38.0;30.0;32.0;2;2;2;2;2;1;1;X;1;X;X;X;1;1500000;9721;275;60;5.0;188.0;3618;34522;12780282;7.5;2222211X1XXX1;323235
2021-12-29;2124;52;67.0;21.0;12.0;6.0;12.0;82.0;59.0;24.0;17.0;26;28.0;46.0;49;26.0;25.0;55.0;25.0;20.0;55.0;25.0;20.0;72;18.0;10.0;39.0;28.0;33.0;46.0;27.0;27.0;58.0;24.0;18.0;42.0;28.0;30.0;43.0;28.0;29.0;X;2;1;2;2;1;X;1;1;1;1;2;X;62500;819;41;0;80.0;1898.0;20304;127181;10877632;5.0;X21221X11112X;17841
2022-01-02;2125;52;32.0;27.0;41.0;33.0;28.0;39.0;35.0;29.0;36.0;46;27.0;27.0;57;24.0;19.0;27.0;27.0;46.0;30.0;28.0;42.0;54;25.0;21.0;39.0;30.0;31.0;27.0;28.0;45.0;38.0;28.0;34.0;15.0;21.0;64.0;51.0;26.0;23.0;X;1;2;1;2;2;X;2;X;1;1;X;X;5000000;76244;3320;583;1.0;19.0;238;2821;10130325;5.0;X12122X2X11XX;1294079
2022-01-06;2126;1;44.0;26.0;30.0;49.0;26.0;25.0;49.0;26.0;25.0;63;22.0;15.0;54;25.0;21.0;62.0;21.0;17.0;27.0;28.0;45.0;61;21.0;18.0;26.0;28.0;46.0;25.0;26.0;49.0;26.0;30.0;44.0;41.0;27.0;32.0;34.0;30.0;36.0;2;1;X;1;1;X;2;X;2;2;1;2;1;634036;9016;317;74;3.0;119.0;1843;16351;7503393;;21X11X2X22121;155296
2022-01-09;2127;1;57.0;24.0;19.0;16.0;22.0;62.0;43.0;29.0;28.0;24;27.0;49.0;30;28.0;42.0;66.0;20.0;14.0;61.0;25.0;14.0;58;25.0;17.0;25.0;31.0;44.0;33.0;29.0;38.0;27.0;22.0;51.0;35.0;27.0;38.0;33.0;27.0;40.0;1;1;1;2;2;1;1;1;X;X;X;2;1;65089;1084;50;16;40.0;1354.0;15978;103532;10270510;;11122111XXX21;25505
2022-01-12;2128;2;34.0;28.0;38.0;76.0;15.0;9.0;25.0;25.0;50.0;57;24.0;19.0;26;27.0;47.0;8.0;18.0;74.0;44.0;27.0;29.0;46;26.0;28.0;50.0;28.0;22.0;73.0;17.0;10.0;54.0;24.0;22.0;24.0;31.0;45.0;45.0;28.0;27.0;2;1;X;X;1;2;X;X;2;X;X;2;1;328874;10661;468;113;5.0;87.0;1081;9250;6486670;;21XX12XX2XX21;445938
2022-01-16;2129;2;41.0;29.0;30.0;75.0;16.0;9.0;60.0;22.0;18.0;32;26.0;42.0;70;18.0;12.0;36.0;26.0;38.0;57.0;24.0;19.0;41;28.0;31.0;47.0;28.0;25.0;22.0;24.0;54.0;40.0;29.0;31.0;27.0;28.0;45.0;49.0;28.0;23.0;1;1;2;X;1;X;1;X;1;2;X;X;X;148390;2047;85;26;17.0;695.0;9127;61896;9951253;;112X1X1X12XXX;78453
2022-01-19;2130;3;22.0;25.0;53.0;31.0;26.0;43.0;31.0;29.0;40.0;25;26.0;49.0;32;30.0;38.0;30.0;29.0;41.0;37.0;28.0;35.0;48;25.0;27.0;78.0;14.0;8.0;28.0;27.0;45.0;31.0;27.0;42.0;62.0;21.0;17.0;19.0;25.0;56.0;2;2;1;2;1;X;2;2;X;2;1;1;2;107972;2580;128;41;15.0;354.0;3876;25299;6388933;;22121X22X2112;124280
2022-01-23;2131;3;58.0;24.0;18.0;72.0;18.0;10.0;17.0;22.0;61.0;37;28.0;35.0;37;27.0;36.0;23.0;24.0;53.0;45.0;26.0;29.0;16;22.0;62.0;34.0;32.0;34.0;57.0;26.0;17.0;27.0;25.0;48.0;33.0;34.0;33.0;53.0;28.0;19.0;1;X;2;X;X;2;X;2;2;X;1;X;2;0;66641;1251;227;0.0;22.0;639;7330;10252559;;1X2XX2X22X1X2;366599
2022-01-25;2132;4;51.0;27.0;22.0;42.0;28.0;30.0;56.0;25.0;19.0;57;25.0;18.0;47;26.0;27.0;32.0;28.0;40.0;34.0;27.0;39.0;30;27.0;43.0;73.0;19.0;8.0;31.0;30.0;39.0;50.0;26.0;24.0;70.0;19.0;11.0;39.0;28.0;33.0;X;1;1;1;X;2;2;X;1;1;X;X;2;324830;3214;143;42;14.0;342.0;4164;29264;7686777;4.0;X111X22X11XX2;193371
2022-01-30;2133;4;34.0;29.0;37.0;34.0;28.0;38.0;34.0;30.0;36.0;28;34.0;38.0;61;27.0;12.0;45.0;26.0;29.0;20.0;25.0;55.0;51;26.0;23.0;46.0;28.0;26.0;31.0;29.0;40.0;65.0;21.0;14.0;36.0;27.0;37.0;42.0;28.0;30.0;1;2;1;X;1;2;2;2;2;1;1;1;1;230092;4358;182;51;9.0;268.0;3491;25835;8168981;;121X122221111;62654
2022-02-01;2134;5;45.0;27.0;28.0;37.0;29.0;34.0;46.0;27.0;27.0;52;25.0;23.0;38;29.0;33.0;13.0;20.0;67.0;64.0;21.0;15.0;52;26.0;22.0;35.0;30.0;35.0;47.0;28.0;25.0;71.0;20.0;9.0;44.0;28.0;28.0;70.0;19.0;11.0;X;2;X;1;1;2;1;X;2;1;1;X;1;5906;182;0;0;249.0;4558.0;35749;162122;5801186;;X2X1121X211X1;7398
2022-02-06;2135;5;27.0;27.0;46.0;75.0;17.0;8.0;62.0;22.0;16.0;31;30.0;39.0;47;26.0;27.0;13.0;20.0;67.0;34.0;25.0;41.0;41;29.0;30.0;40.0;27.0;33.0;76.0;15.0;9.0;25.0;24.0;51.0;49.0;24.0;27.0;46.0;33.0;21.0;1;2;1;1;X;2;1;1;2;1;2;2;X;1141449;7013;253;61;4.0;255.0;3847;33231;12507345;4.0;1211X2112122X;145244
2022-02-09;2136;6;56.0;27.0;17.0;58.0;26.0;16.0;25.0;28.0;47.0;65;21.0;14.0;54;28.0;18.0;47.0;29.0;24.0;71.0;18.0;11.0;13;22.0;65.0;24.0;30.0;46.0;65.0;21.0;14.0;66.0;21.0;13.0;39.0;28.0;33.0;39.0;29.0;32.0;X;2;X;1;1;2;2;X;1;1;1;X;1;653062;6315;194;47;3.0;175.0;3097;26561;7728548;;X2X1122X111X1;453178
2022-02-13;2137;6;9.0;17.0;74.0;58.0;25.0;17.0;32.0;27.0;41.0;34;28.0;38.0;35;29.0;36.0;51.0;26.0;23.0;50.0;25.0;25.0;30;27.0;43.0;21.0;24.0;55.0;29.0;27.0;44.0;20.0;24.0;56.0;46.0;29.0;25.0;26.0;25.0;49.0;2;2;1;X;X;1;X;X;X;2;2;1;2;128666;2327;94;27;21.0;655.0;8799;63615;10658763;;221XX1XXX2212;141423
2022-02-17;2138;7;49.0;26.0;25.0;65.0;21.0;14.0;44.0;27.0;29.0;51;26.0;23.0;70;18.0;12.0;68.0;20.0;12.0;39.0;27.0;34.0;25;27.0;48.0;65.0;20.0;15.0;48.0;26.0;26.0;47.0;26.0;27.0;45.0;27.0;28.0;41.0;28.0;31.0;X;1;1;X;2;1;2;1;2;2;1;2;1;0;31011;929;180;0.0;29.0;528;5677;6289065;;X11X212122121;528157
2022-02-20;2139;7;24.0;25.0;51.0;42.0;29.0;29.0;72.0;17.0;11.0;37;30.0;33.0;30;28.0;42.0;26.0;27.0;47.0;59.0;26.0;15.0;39;31.0;30.0;18.0;24.0;58.0;39.0;30.0;31.0;32.0;28.0;40.0;59.0;24.0;17.0;15.0;22.0;63.0;2;1;2;X;X;2;1;1;X;2;X;1;2;453864;3348;113;29;10.0;496.0;7976;64194;11614860;4.0;212XX211X2X12;113617
2022-02-23;2140;8;40.0;30.0;30.0;22.0;25.0;53.0;82.0;12.0;6.0;21;26.0;53.0;29;30.0;41.0;35.0;31.0;34.0;42.0;28.0;30.0;49;28.0;23.0;45.0;29.0;26.0;52.0;25.0;23.0;77.0;15.0;8.0;35.0;30.0;35.0;32.0;31.0;37.0;X;X;1;1;2;2;1;1;2;1;1;2;X;111244;1725;67;19;16.0;582.0;8097;58622;7021339;;XX1122112112X;47628
2022-02-27;2141;8;30.0;30.0;40.0;47.0;27.0;26.0;33.0;29.0;38.0;62;22.0;16.0;20;26.0;54.0;62.0;23.0;15.0;44.0;30.0;26.0;53;27.0;20.0;53.0;25.0;22.0;21.0;25.0;54.0;33.0;30.0;37.0;19.0;23.0;58.0;51.0;25.0;24.0;X;1;2;1;2;1;1;1;2;X;X;2;1;17695;351;17;0;162.0;4606.0;49925;271703;11308088;;X12121112XX21;3698
2022-03-02;2142;9;12.0;19.0;69.0;37.0;29.0;34.0;31.0;29.0;40.0;28;29.0;43.0;36;31.0;33.0;25.0;29.0;46.0;38.0;30.0;32.0;30;28.0;42.0;11.0;18.0;71.0;32.0;28.0;40.0;30.0;28.0;42.0;46.0;29.0;25.0;43.0;29.0;28.0;2;1;2;2;1;X;2;X;2;2;2;1;1;30167;360;20;0;135.0;3500.0;33741;171560;8816706;3.5;21221X2X22211;1863
2022-03-06;2143;9;70.0;19.0;11.0;15.0;24.0;61.0;48.0;26.0;26.0;47;28.0;25.0;35;28.0;37.0;13.0;20.0;67.0;52.0;27.0;21.0;32;29.0;39.0;41.0;27.0;32.0;34.0;28.0;38.0;29.0;28.0;43.0;63.0;22.0;15.0;46.0;27.0;27.0;1;2;2;X;X;2;1;2;2;2;1;1;1;17931;324;18;0;272.0;5986.0;56102;294850;13587976;4.0;122XX21222111;5627
2022-03-10;2144;10;9.0;19.0;72.0;36.0;26.0;38.0;47.0;27.0;26.0;55;26.0;19.0;49;26.0;25.0;35.0;29.0;36.0;58.0;25.0;17.0;28;25.0;47.0;34.0;27.0;39.0;49.0;25.0;26.0;59.0;23.0;18.0;59.0;24.0;17.0;32.0;28.0;40.0;2;2;2;1;1;1;1;2;1;1;1;X;2;11708;152;0;0;373.0;8011.0;63925;276124;8517740;4.0;22211112111X2;2432
2022-03-13;2145;10;73.0;18.0;9.0;64.0;21.0;15.0;60.0;22.0;18.0;43;29.0;28.0;43;28.0;29.0;61.0;22.0;17.0;29.0;28.0;43.0;27;27.0;46.0;19.0;24.0;57.0;42.0;28.0;30.0;64.0;22.0;14.0;46.0;26.0;28.0;51.0;25.0;24.0;1;1;1;2;1;2;X;2;X;1;1;2;1;118863;1264;53;16;45.0;1472.0;18814;131089;13019070;5.0;111212X2X1121;20250
2022-03-16;2146;11;23.0;26.0;51.0;50.0;27.0;23.0;23.0;23.0;54.0;29;29.0;42.0;26;29.0;45.0;39.0;29.0;32.0;40.0;30.0;30.0;48;26.0;26.0;58.0;25.0;17.0;40.0;29.0;31.0;27.0;27.0;46.0;61.0;26.0;13.0;35.0;27.0;38.0;2;2;2;2;X;1;1;1;2;1;2;1;1;51879;1097;46;0;33.0;880.0;11280;77455;6753486;;2222X11121211;23616
2022-03-20;2147;11;56.0;24.0;20.0;45.0;28.0;27.0;10.0;17.0;73.0;9;16.0;75.0;39;28.0;33.0;22.0;25.0;53.0;35.0;28.0;37.0;46;26.0;28.0;41.0;28.0;31.0;46.0;29.0;25.0;44.0;29.0;27.0;28.0;25.0;47.0;31.0;28.0;41.0;1;1;2;2;1;2;X;2;X;X;1;X;2;34453;652;35;0;124.0;2745.0;27139;157347;12523969;4.0;112212X2XX1X2;11418
2022-03-24;2148;12;47.0;29.0;24.0;78.0;14.0;8.0;70.0;19.0;11.0;35;32.0;33.0;39;29.0;32.0;69.0;20.0;11.0;84.0;11.0;5.0;28;32.0;40.0;58.0;28.0;14.0;43.0;29.0;28.0;30.0;31.0;39.0;62.0;23.0;15.0;44.0;29.0;27.0;X;2;1;1;X;1;1;1;1;X;1;X;X;3961990;8491;268;64;1.0;128.0;2208;19214;7600968;3.5;X211X1111X1XX;175025
2022-03-27;2149;12;73.0;17.0;10.0;28.0;27.0;45.0;41.0;23.0;36.0;35;33.0;32.0;38;38.0;24.0;24.0;27.0;49.0;29.0;33.0;38.0;42;27.0;31.0;65.0;20.0;15.0;73.0;17.0;10.0;13.0;20.0;67.0;34.0;30.0;36.0;42.0;28.0;30.0;1;2;2;2;2;2;1;X;1;1;2;1;1;15809;389;22;0;100.0;2292.0;21619;122477;6236430;;1222221X11211;3852
2022-03-29;2150;13;39.0;31.0;30.0;79.0;14.0;7.0;45.0;31.0;24.0;59;25.0;16.0;37;35.0;28.0;36.0;29.0;35.0;25.0;27.0;48.0;39;29.0;32.0;65.0;22.0;13.0;77.0;15.0;8.0;71.0;19.0;10.0;37.0;31.0;32.0;43.0;29.0;28.0;1;1;2;1;X;X;2;X;1;1;1;2;X;20620;335;19;0;134.0;2944.0;27268;143645;6902349;2.5;1121XX2X1112X;3926
2022-04-03;2151;13;54.0;25.0;21.0;64.0;22.0;14.0;34.0;29.0;37.0;22;27.0;51.0;39;29.0;32.0;52.0;27.0;21.0;66.0;20.0;14.0;51;27.0;22.0;51.0;28.0;21.0;55.0;25.0;20.0;20.0;25.0;55.0;62.0;22.0;16.0;56.0;23.0;21.0;1;1;2;2;2;1;1;1;X;1;2;2;1;13668;203;0;0;312.0;8694.0;84638;411704;12398048;4.0;11222111X1221;1191
2022-04-05;2152;14;71.0;19.0;10.0;11.0;20.0;69.0;43.0;30.0;27.0;22;28.0;50.0;45;30.0;25.0;35.0;29.0;36.0;57.0;25.0;18.0;44;29.0;27.0;24.0;27.0;49.0;35.0;30.0;35.0;23.0;25.0;52.0;61.0;23.0;16.0;33.0;30.0;37.0;1;2;2;X;1;1;1;X;2;X;1;1;X;136540;1248;61;19;38.0;997.0;10992;71859;8705410;4.5;122X111X2X11X;21800
2022-04-10;2153;14;47.0;26.0;27.0;34.0;30.0;36.0;41.0;29.0;30.0;34;30.0;36.0;24;28.0;48.0;55.0;25.0;20.0;25.0;27.0;48.0;34;30.0;36.0;63.0;21.0;16.0;51.0;26.0;23.0;34.0;28.0;38.0;25.0;27.0;48.0;33.0;29.0;38.0;X;1;1;1;X;2;2;1;1;1;2;1;2;400000;6785;245;59;10.0;293.0;4417;37995;13902636;4.0;X111X22111212;181187
2022-04-14;2154;15;39.0;27.0;34.0;66.0;20.0;14.0;47.0;26.0;27.0;49;27.0;24.0;70;19.0;11.0;47.0;26.0;27.0;29.0;29.0;42.0;34;27.0;39.0;30.0;29.0;41.0;46.0;29.0;25.0;33.0;28.0;39.0;56.0;26.0;18.0;62.0;23.0;15.0;2;2;2;1;1;2;2;2;2;X;1;1;1;86921;1628;74;23;18.0;542.0;6459;42885;6171911;;222112222X111;68680
2022-04-17;2155;15;61.0;24.0;15.0;43.0;28.0;29.0;56.0;25.0;19.0;33;29.0;38.0;52;26.0;22.0;70.0;17.0;13.0;56.0;25.0;19.0;48;26.0;26.0;46.0;27.0;27.0;56.0;25.0;19.0;24.0;25.0;51.0;31.0;27.0;42.0;45.0;27.0;28.0;1;1;X;2;2;1;1;2;1;1;1;2;X;222222;3184;127;33;18.0;501.0;6841;54430;11156833;4.0;11X221121112X;42507
2022-04-20;2156;16;51.0;26.0;23.0;83.0;12.0;5.0;39.0;28.0;33.0;41;29.0;30.0;53;25.0;22.0;43.0;30.0;27.0;19.0;25.0;56.0;61;24.0;15.0;35.0;28.0;37.0;45.0;26.0;29.0;22.0;26.0;52.0;50.0;26.0;24.0;36.0;28.0;36.0;2;1;X;1;1;2;2;1;X;X;1;1;1;143295;2912;128;35;12.0;333.0;4113;31202;6783224;;21X11221XX111;57323
2022-04-24;2157;16;81.0;13.0;6.0;63.0;22.0;15.0;33.0;32.0;35.0;43;29.0;28.0;41;29.0;30.0;28.0;26.0;46.0;38.0;29.0;33.0;32;29.0;39.0;18.0;23.0;59.0;43.0;30.0;27.0;74.0;17.0;9.0;33.0;30.0;37.0;44.0;28.0;28.0;1;1;1;X;1;X;X;2;1;1;2;1;1;827290;14893;361;71;3.0;94.0;2115;22339;9790415;;111X1XX211211;273810
2022-04-26;2158;17;64.0;21.0;15.0;41.0;27.0;32.0;36.0;28.0;36.0;25;27.0;48.0;64;23.0;13.0;40.0;28.0;32.0;16.0;25.0;59.0;32;30.0;38.0;40.0;27.0;33.0;76.0;15.0;9.0;61.0;23.0;16.0;12.0;20.0;68.0;57.0;24.0;19.0;1;2;2;X;2;X;2;1;1;1;X;1;2;365771;11305;455;115;4.0;73.0;989;8099;5771548;;122X2X2111X12;514338
2022-05-01;2159;17;22.0;25.0;53.0;17.0;26.0;57.0;66.0;20.0;14.0;21;23.0;56.0;15;23.0;62.0;56.0;25.0;19.0;50.0;27.0;23.0;57;25.0;18.0;68.0;20.0;12.0;15.0;22.0;63.0;70.0;18.0;12.0;30.0;31.0;39.0;43.0;26.0;31.0;2;1;1;2;2;1;1;1;X;2;1;X;2;4131;118;0;0;679.0;13385.0;110154;491011;11065610;;21122111X21X2;2598
2022-05-05;2160;18;39.0;27.0;34.0;25.0;26.0;49.0;44.0;28.0;28.0;44;25.0;31.0;68;20.0;12.0;53.0;25.0;22.0;48.0;25.0;27.0;39;29.0;32.0;30.0;26.0;44.0;20.0;26.0;54.0;82.0;11.0;7.0;25.0;27.0;48.0;37.0;28.0;35.0;1;1;1;X;X;1;1;1;1;1;1;2;1;374796;3055;122;33;12.0;339.0;4602;34934;7243716;4.0;111XX11111121;140112
2022-05-08;2161;18;82.0;12.0;6.0;66.0;20.0;14.0;37.0;29.0;34.0;21;26.0;53.0;26;28.0;46.0;46.0;28.0;26.0;46.0;27.0;27.0;42;28.0;30.0;21.0;24.0;55.0;40.0;29.0;31.0;25.0;25.0;50.0;40.0;25.0;35.0;37.0;28.0;35.0;1;1;2;2;1;2;1;X;X;X;2;X;X;48780;1000;50;17;82.0;1746.0;18810;116372;12210521;4.5;1122121XXX2XX;105483
