Datum;ID_Omg;Vecka;M1-1;M1-X;M1-2;M2-1;M2-X;M2-2;M3-1;M3-X;M3-2;M4-1;M4-X;M4-2;M5-1;M5-X;M5-2;M6-1;M6-X;M6-2;M7-1;M7-X;M7-2;M8-1;M8-X;M8-2;M9-1;M9-X;M9-2;M10-1;M10-X;M10-2;M11-1;M11-X;M11-2;M12-1;M12-X;M12-2;M13-1;M13-X;M13-2;M1;M2;M3;M4;M5;M6;M7;M8;M9;M10;M11;M12;M13;13 rätt;12 rätt;11 rätt;10 rätt;Vinnare 13;Vinnare 12;Vinnare 11;Vinnare 10;Omsättning;JackPott_Milj;Correct_Row;True_Rank
2022-10-15;4764;41;65.0;21.0;14.0;51.0;26.0;23.0;58.0;24.0;18.0;39.0;30.0;31.0;54.0;26.0;20.0;41.0;29.0;30.0;50.0;26.0;24.0;40.0;30.0;30.0;28.0;27.0;45.0;62.0;24.0;14.0;42.0;29.0;29.0;35.0;29.0;36.0;26.0;28.0;46.0;1;X;1;2;1;2;2;2;2;X;1;1;2;144139;1847;119;35;43;1258;15594;110095;23838476;;1X1212222X112;84495
2022-10-22;4765;42;49.0;25.0;26.0;79.0;13.0;8.0;38.0;29.0;33.0;51.0;27.0;22.0;52.0;26.0;22.0;34.0;29.0;37.0;49.0;28.0;23.0;40.0;28.0;32.0;44.0;27.0;29.0;37.0;29.0;34.0;42.0;28.0;30.0;32.0;29.0;39.0;34.0;29.0;37.0;X;1;1;1;X;1;1;1;2;X;2;2;2;56771;769;54;18;111;3071;34388;217450;24237253;;X111X1112X222;93550
2022-10-29;4766;43;74.0;15.0;11.0;40.0;28.0;32.0;34.0;29.0;37.0;52.0;26.0;22.0;18.0;24.0;58.0;48.0;27.0;25.0;44.0;28.0;28.0;44.0;29.0;27.0;44.0;29.0;27.0;36.0;30.0;34.0;48.0;28.0;24.0;34.0;30.0;36.0;31.0;29.0;40.0;2;X;1;1;2;1;X;2;1;2;X;1;2;2247830;16747;630;115;3;151;3210;36409;25936503;;2X1121X212X12;367918
2022-11-05;4767;44;39.0;29.0;32.0;85.0;10.0;5.0;55.0;24.0;21.0;34.0;29.0;37.0;28.0;28.0;44.0;33.0;28.0;39.0;48.0;27.0;25.0;31.0;32.0;37.0;30.0;28.0;42.0;44.0;28.0;28.0;42.0;28.0;30.0;49.0;27.0;24.0;50.0;27.0;23.0;2;1;1;X;2;2;X;2;2;2;2;X;2;358974;3359;230;67;39;895;10456;74419;30838334;14.0;211X22X2222X2;175799
2022-11-12;4768;45;15.0;23.0;62.0;41.0;28.0;31.0;76.0;15.0;9.0;60.0;22.0;18.0;34.0;29.0;37.0;32.0;29.0;39.0;46.0;28.0;26.0;33.0;27.0;40.0;31.0;27.0;42.0;38.0;29.0;33.0;40.0;27.0;33.0;39.0;30.0;31.0;49.0;26.0;25.0;2;1;1;1;1;1;2;X;2;1;2;2;1;37726;531;40;0;118;3138;33027;196567;17121865;;2111112X21221;10485
2022-11-19;4769;46;50.0;26.0;24.0;44.0;28.0;28.0;53.0;26.0;21.0;53.0;25.0;22.0;34.0;27.0;39.0;32.0;27.0;41.0;29.0;27.0;44.0;39.0;27.0;34.0;31.0;28.0;41.0;51.0;27.0;22.0;60.0;22.0;18.0;40.0;28.0;32.0;63.0;22.0;15.0;1;1;1;1;X;1;1;2;2;1;X;1;1;97676;825;54;17;75;2063;24918;166297;17474855;6.0;1111X11221X11;12888
2022-11-26;4770;47;46.0;29.0;25.0;63.0;23.0;14.0;33.0;29.0;38.0;47.0;26.0;27.0;52.0;26.0;22.0;64.0;22.0;14.0;30.0;28.0;42.0;40.0;30.0;30.0;38.0;28.0;34.0;58.0;25.0;17.0;59.0;24.0;17.0;54.0;26.0;20.0;37.0;29.0;34.0;1;1;1;1;1;1;1;1;2;2;2;1;X;138823;1731;95;25;27;812;11834;93214;14416285;;111111112221X;51007
2022-12-03;4771;48;50.0;29.0;21.0;33.0;27.0;40.0;29.0;27.0;44.0;20.0;25.0;55.0;56.0;25.0;19.0;41.0;30.0;29.0;45.0;28.0;27.0;54.0;27.0;19.0;38.0;30.0;32.0;35.0;30.0;35.0;38.0;32.0;30.0;38.0;30.0;32.0;35.0;25.0;40.0;1;X;1;2;1;X;2;1;1;2;X;X;X;201029;3215;204;59;18;422;5321;38206;13917419;;1X121X2112XXX;98850
2022-12-10;4772;49;32.0;29.0;39.0;17.0;25.0;58.0;34.0;29.0;37.0;52.0;26.0;22.0;51.0;27.0;22.0;64.0;21.0;15.0;45.0;28.0;27.0;39.0;27.0;34.0;30.0;27.0;43.0;37.0;29.0;34.0;26.0;26.0;48.0;33.0;29.0;38.0;40.0;29.0;31.0;2;1;X;1;X;1;X;2;2;1;X;X;2;0;16738;596;123;0;91;2042;20491;15622648;;21X1X1X221XX2;444128
2022-12-17;4773;50;41.0;28.0;31.0;37.0;28.0;35.0;46.0;27.0;27.0;52.0;26.0;22.0;39.0;29.0;32.0;26.0;28.0;46.0;38.0;29.0;33.0;40.0;29.0;31.0;55.0;25.0;20.0;68.0;20.0;12.0;44.0;28.0;28.0;40.0;28.0;32.0;44.0;27.0;29.0;1;2;1;X;X;2;X;2;2;1;1;2;2;2250000;8980;462;113;4;193;3000;25402;17777291;9.0;121XX2X221122;230930
2022-12-26;4774;51;63.0;22.0;15.0;20.0;23.0;57.0;46.0;26.0;28.0;39.0;30.0;31.0;29.0;27.0;44.0;28.0;27.0;45.0;32.0;29.0;39.0;37.0;29.0;34.0;42.0;28.0;30.0;56.0;26.0;18.0;52.0;27.0;21.0;32.0;30.0;38.0;56.0;24.0;20.0;1;2;2;2;2;2;2;X;X;1;2;X;1;155688;926;67;21;167;4593;50086;329285;43622477;26.0;1222222XX12X1;26392
2022-12-31;4775;52;28.0;27.0;45.0;83.0;12.0;5.0;46.0;28.0;26.0;66.0;20.0;14.0;32.0;29.0;39.0;18.0;25.0;57.0;57.0;23.0;20.0;40.0;29.0;31.0;33.0;28.0;39.0;48.0;26.0;26.0;32.0;29.0;39.0;59.0;24.0;17.0;50.0;25.0;25.0;2;X;1;X;2;X;2;1;X;X;2;1;2;1554065;25616;1418;298;4;91;1315;13021;23908701;;2X1X2X21XX212;866523
2023-01-07;4776;1;72.0;17.0;11.0;35.0;30.0;35.0;17.0;23.0;60.0;16.0;22.0;62.0;14.0;19.0;67.0;20.0;24.0;56.0;42.0;27.0;31.0;33.0;30.0;37.0;21.0;25.0;54.0;59.0;23.0;18.0;27.0;27.0;46.0;38.0;28.0;34.0;50.0;26.0;24.0;X;2;2;2;1;1;2;2;1;1;2;1;X;319592;4694;300;80;17;434;5424;42065;20896455;;X22211221121X;448461
2023-01-14;4777;2;56.0;23.0;21.0;27.0;25.0;48.0;44.0;27.0;29.0;34.0;29.0;37.0;35.0;29.0;36.0;42.0;29.0;29.0;48.0;28.0;24.0;49.0;27.0;24.0;31.0;30.0;39.0;49.0;27.0;24.0;33.0;29.0;38.0;37.0;31.0;32.0;38.0;30.0;32.0;1;1;2;1;1;1;X;X;2;1;2;X;2;109489;929;77;28;137;3233;30959;175731;30815394;15.0;112111XX212X2;224152
2023-01-21;4778;3;23.0;27.0;50.0;27.0;26.0;47.0;33.0;28.0;39.0;54.0;26.0;20.0;35.0;30.0;35.0;39.0;31.0;30.0;41.0;29.0;30.0;45.0;28.0;27.0;31.0;31.0;38.0;36.0;29.0;35.0;51.0;27.0;22.0;61.0;23.0;16.0;33.0;30.0;37.0;X;X;2;1;X;2;1;X;2;X;1;X;2;2144860;12186;706;168;3;198;2734;23833;24748389;;XX21X21X2X1X2;455010
2023-01-28;4779;4;83.0;11.0;6.0;11.0;17.0;72.0;64.0;20.0;16.0;64.0;21.0;15.0;41.0;29.0;30.0;29.0;26.0;45.0;28.0;29.0;43.0;65.0;21.0;14.0;63.0;22.0;15.0;54.0;26.0;20.0;37.0;29.0;34.0;51.0;27.0;22.0;48.0;27.0;25.0;1;2;X;1;X;X;1;X;X;1;1;1;1;65728;1157;91;30;91;1938;19710;124089;23004877;;12X1XX1XX1111;69192
2023-02-04;4780;5;61.0;24.0;15.0;67.0;21.0;12.0;23.0;25.0;52.0;47.0;27.0;26.0;71.0;18.0;11.0;50.0;26.0;24.0;31.0;29.0;40.0;43.0;28.0;29.0;44.0;27.0;29.0;44.0;28.0;28.0;39.0;30.0;31.0;34.0;29.0;37.0;51.0;26.0;23.0;X;1;1;2;1;1;X;1;1;X;2;X;2;481481;4006;244;62;27;773;10149;82064;31765019;13.0;X11211X11X2X2;232825
2023-02-11;4781;6;14.0;23.0;63.0;69.0;19.0;12.0;27.0;26.0;47.0;49.0;27.0;24.0;26.0;28.0;46.0;33.0;30.0;37.0;32.0;28.0;40.0;28.0;27.0;45.0;42.0;27.0;31.0;37.0;30.0;33.0;50.0;27.0;23.0;47.0;28.0;25.0;43.0;27.0;30.0;X;X;1;1;X;2;1;2;X;2;1;X;X;10000000;17004;807;177;1;160;2697;25614;27904938;;XX11X212X21XX;890867
2023-02-18;4782;7;41.0;27.0;32.0;69.0;20.0;11.0;11.0;17.0;72.0;40.0;28.0;32.0;56.0;24.0;20.0;50.0;27.0;23.0;57.0;25.0;18.0;42.0;28.0;30.0;41.0;28.0;31.0;30.0;28.0;42.0;31.0;28.0;41.0;46.0;27.0;27.0;28.0;27.0;45.0;2;2;X;1;2;X;2;1;X;2;2;X;X;0;374584;10436;1667;0;7;201;2620;26893244;;22X12X21X22XX;1424124
2023-02-25;4783;8;21.0;23.0;56.0;10.0;16.0;74.0;21.0;23.0;56.0;47.0;27.0;26.0;38.0;30.0;32.0;54.0;26.0;20.0;33.0;29.0;38.0;40.0;29.0;31.0;57.0;25.0;18.0;36.0;30.0;34.0;50.0;27.0;23.0;34.0;30.0;36.0;37.0;30.0;33.0;X;2;2;1;2;1;2;1;1;2;1;2;1;7717;95;0;0;2103;36389;263811;1097497;35527057;16.0;X221212112121;1587
2023-03-04;4784;9;36.0;28.0;36.0;77.0;14.0;9.0;59.0;23.0;18.0;47.0;28.0;25.0;30.0;28.0;42.0;53.0;25.0;22.0;31.0;28.0;41.0;46.0;27.0;27.0;39.0;28.0;33.0;33.0;29.0;38.0;42.0;29.0;29.0;50.0;26.0;24.0;41.0;30.0;29.0;1;1;1;1;1;1;2;1;2;1;2;X;X;59270;607;49;17;298;5631;54871;329590;35070743;16.0;11111121212XX;17013
2023-03-11;4785;10;11.0;18.0;71.0;26.0;27.0;47.0;27.0;26.0;47.0;67.0;20.0;13.0;35.0;30.0;35.0;47.0;27.0;26.0;47.0;28.0;25.0;35.0;31.0;34.0;34.0;29.0;37.0;34.0;29.0;37.0;50.0;25.0;25.0;29.0;27.0;44.0;64.0;22.0;14.0;2;2;X;1;1;1;X;1;1;2;2;2;1;44660;632;42;0;168;4445;52446;341970;28857603;;22X111X112221;10497
2023-03-18;4786;11;66.0;22.0;12.0;22.0;26.0;52.0;48.0;26.0;26.0;43.0;29.0;28.0;56.0;24.0;20.0;79.0;14.0;7.0;30.0;29.0;41.0;55.0;26.0;19.0;42.0;28.0;30.0;38.0;29.0;33.0;36.0;30.0;34.0;34.0;29.0;37.0;37.0;29.0;34.0;X;X;X;2;1;1;2;1;2;X;1;X;X;615384;3956;233;62;26;789;10674;83873;32015026;;XXX211212X1XX;258044
2023-03-25;4787;12;70.0;19.0;11.0;60.0;24.0;16.0;50.0;27.0;23.0;12.0;21.0;67.0;7.0;14.0;79.0;37.0;30.0;33.0;55.0;25.0;20.0;40.0;30.0;30.0;55.0;26.0;19.0;36.0;29.0;35.0;46.0;29.0;25.0;45.0;27.0;28.0;51.0;26.0;23.0;1;X;X;2;2;X;1;1;1;1;X;X;2;56759;765;51;15;84;2336;27537;187284;18337787;;1XX22X1111XX2;34723
2023-04-01;4788;13;59.0;24.0;17.0;72.0;17.0;11.0;37.0;29.0;34.0;57.0;24.0;19.0;37.0;30.0;33.0;32.0;31.0;37.0;51.0;27.0;22.0;38.0;28.0;34.0;37.0;28.0;35.0;37.0;30.0;33.0;39.0;29.0;32.0;49.0;26.0;25.0;40.0;30.0;30.0;2;1;1;X;1;X;X;2;1;2;2;X;1;1000000;7479;461;121;13;410;5314;42194;31452805;13.0;211X1XX2122X1;581303
2023-04-08;4789;14;9.0;16.0;75.0;40.0;26.0;34.0;24.0;28.0;48.0;57.0;24.0;19.0;30.0;27.0;43.0;35.0;29.0;36.0;56.0;24.0;20.0;34.0;32.0;34.0;59.0;24.0;17.0;29.0;31.0;40.0;63.0;21.0;16.0;28.0;29.0;43.0;24.0;24.0;52.0;2;1;1;1;2;2;2;1;2;2;2;2;2;310112;4048;222;55;22;632;9183;76699;26240289;;2111222122222;190525
2023-04-15;4790;15;81.0;12.0;7.0;37.0;28.0;35.0;46.0;28.0;26.0;65.0;20.0;15.0;35.0;30.0;35.0;37.0;30.0;33.0;53.0;27.0;20.0;35.0;28.0;37.0;24.0;28.0;48.0;49.0;27.0;24.0;41.0;29.0;30.0;57.0;24.0;19.0;50.0;26.0;24.0;1;2;2;2;2;1;1;2;2;1;2;1;1;43756;493;34;0;147;4886;55445;344620;24738996;;1222211221211;21640
2023-04-22;4791;16;77.0;15.0;8.0;39.0;29.0;32.0;38.0;28.0;34.0;46.0;29.0;25.0;49.0;25.0;26.0;49.0;26.0;25.0;35.0;30.0;35.0;56.0;25.0;19.0;34.0;29.0;37.0;45.0;26.0;29.0;36.0;29.0;35.0;26.0;27.0;47.0;23.0;24.0;53.0;1;1;X;X;2;1;X;1;1;2;X;1;2;224214;2189;148;43;48;1155;13627;96624;25931561;11.0;11XX21X112X12;107017
2023-04-29;4792;17;58.0;24.0;18.0;66.0;20.0;14.0;63.0;22.0;15.0;29.0;27.0;44.0;62.0;22.0;16.0;26.0;26.0;48.0;50.0;27.0;23.0;45.0;26.0;29.0;50.0;27.0;23.0;36.0;29.0;35.0;55.0;25.0;20.0;72.0;18.0;10.0;38.0;30.0;32.0;1;1;1;X;1;2;X;1;2;X;2;1;X;87930;989;63;19;72;2399;29908;208131;24350089;;111X12X12X21X;18045
2023-05-06;4793;18;64.0;19.0;17.0;81.0;12.0;7.0;23.0;26.0;51.0;53.0;24.0;23.0;33.0;29.0;38.0;33.0;30.0;37.0;14.0;15.0;71.0;68.0;18.0;14.0;41.0;27.0;32.0;36.0;29.0;35.0;64.0;20.0;16.0;35.0;29.0;36.0;58.0;23.0;19.0;1;1;2;1;1;2;2;1;1;1;X;2;1;3722;73;0;0;1650;31133;238632;1011366;23621446;;1121122111X21;831
2023-05-13;4794;19;68.0;19.0;13.0;42.0;26.0;32.0;66.0;20.0;14.0;51.0;25.0;24.0;34.0;28.0;38.0;36.0;30.0;34.0;38.0;29.0;33.0;34.0;29.0;37.0;25.0;26.0;49.0;24.0;27.0;49.0;23.0;27.0;50.0;65.0;22.0;13.0;43.0;27.0;30.0;1;1;X;1;2;1;X;1;X;2;1;1;1;141304;1074;73;22;92;2381;27682;188690;26251869;13.0;11X121X1X2111;61490
2023-05-20;4795;20;18.0;21.0;61.0;63.0;19.0;18.0;17.0;20.0;63.0;36.0;28.0;36.0;39.0;28.0;33.0;43.0;30.0;27.0;62.0;22.0;16.0;44.0;28.0;28.0;56.0;24.0;20.0;40.0;27.0;33.0;44.0;26.0;30.0;63.0;19.0;18.0;45.0;27.0;28.0;1;X;2;X;X;1;1;1;1;1;2;2;1;301864;3351;183;44;18;608;8907;75561;20898288;;1X2XX11111221;205321
2023-05-28;4796;21;18.0;21.0;61.0;68.0;18.0;14.0;15.0;18.0;67.0;41.0;27.0;32.0;64.0;21.0;15.0;42.0;25.0;33.0;34.0;26.0;40.0;35.0;25.0;40.0;67.0;18.0;15.0;54.0;24.0;22.0;40.0;28.0;32.0;48.0;26.0;26.0;33.0;26.0;41.0;1;1;X;1;1;1;2;X;1;X;2;1;1;183098;1312;86;25;71;2084;25339;179834;28047750;13.0;11X1112X1X211;112578
2023-06-03;4797;22;63.0;20.0;17.0;55.0;25.0;20.0;54.0;23.0;23.0;19.0;23.0;58.0;64.0;19.0;17.0;38.0;31.0;31.0;40.0;32.0;28.0;37.0;32.0;31.0;34.0;25.0;41.0;60.0;22.0;18.0;52.0;24.0;24.0;32.0;26.0;42.0;69.0;17.0;14.0;1;2;1;2;2;2;X;X;2;1;1;1;1;81032;899;57;17;54;1825;22955;156169;16829746;;121222XX21111;21280
2023-06-10;4798;23;66.0;20.0;14.0;34.0;29.0;37.0;54.0;24.0;22.0;61.0;22.0;17.0;30.0;26.0;44.0;65.0;20.0;15.0;46.0;26.0;28.0;66.0;20.0;14.0;41.0;26.0;33.0;46.0;25.0;29.0;38.0;25.0;37.0;29.0;22.0;49.0;46.0;26.0;28.0;1;2;1;1;2;1;2;1;1;1;2;X;X;4733;92;0;0;800;15430;122367;531940;14565494;;12112121112XX;2433
2023-06-17;4799;24;62.0;22.0;16.0;46.0;27.0;27.0;34.0;31.0;35.0;27.0;28.0;45.0;46.0;29.0;25.0;67.0;21.0;12.0;25.0;28.0;47.0;10.0;16.0;74.0;79.0;13.0;8.0;43.0;31.0;26.0;51.0;24.0;25.0;27.0;24.0;49.0;28.0;25.0;47.0;X;2;2;X;X;1;2;2;1;X;1;X;X;91476;748;55;18;81;1958;20948;130941;15025505;7.0;X22XX1221X1XX;78684
2023-06-25;4800;25;26.0;25.0;49.0;37.0;25.0;38.0;65.0;20.0;15.0;32.0;25.0;43.0;46.0;26.0;28.0;45.0;28.0;27.0;19.0;21.0;60.0;41.0;28.0;31.0;80.0;12.0;8.0;18.0;22.0;60.0;25.0;25.0;50.0;50.0;24.0;26.0;41.0;24.0;35.0;1;X;1;2;2;1;1;2;1;1;2;1;1;152543;2156;147;40;21;557;6528;49795;12320785;;1X12211211211;106512
2023-07-01;4801;26;79.0;14.0;7.0;42.0;26.0;32.0;78.0;14.0;8.0;42.0;29.0;29.0;20.0;25.0;55.0;34.0;30.0;36.0;42.0;26.0;32.0;31.0;30.0;39.0;44.0;29.0;27.0;39.0;29.0;32.0;56.0;24.0;20.0;42.0;29.0;29.0;44.0;27.0;29.0;1;2;X;1;2;X;X;1;1;2;1;X;X;469246;2458;130;35;7;501;7557;57253;12633553;;12X12XX1121XX;207971
2023-07-08;4802;27;50.0;25.0;25.0;38.0;28.0;34.0;65.0;20.0;15.0;33.0;28.0;39.0;62.0;22.0;16.0;31.0;28.0;41.0;38.0;32.0;30.0;47.0;25.0;28.0;36.0;29.0;35.0;44.0;30.0;26.0;61.0;24.0;15.0;38.0;29.0;33.0;44.0;27.0;29.0;2;1;1;X;2;X;1;1;2;X;2;1;X;960153;11491;681;151;3;94;1268;11887;11078697;;211X2X112X21X;821109
2023-07-15;4803;28;76.0;16.0;8.0;35.0;27.0;38.0;44.0;26.0;30.0;27.0;24.0;49.0;37.0;28.0;35.0;50.0;27.0;23.0;55.0;27.0;18.0;46.0;26.0;28.0;71.0;19.0;10.0;50.0;27.0;23.0;43.0;28.0;29.0;30.0;27.0;43.0;72.0;17.0;11.0;1;2;1;2;1;1;1;2;X;1;2;1;X;222637;2366;151;43;14;494;6182;44553;11988175;;12121112X121X;115751
2023-07-22;4804;29;23.0;24.0;53.0;64.0;19.0;17.0;19.0;23.0;58.0;63.0;22.0;15.0;38.0;29.0;33.0;54.0;25.0;21.0;68.0;18.0;14.0;58.0;24.0;18.0;27.0;27.0;46.0;45.0;27.0;28.0;60.0;23.0;17.0;59.0;24.0;17.0;42.0;27.0;31.0;1;1;2;1;2;1;X;1;X;X;1;1;1;34765;414;24;0;89;2799;37803;235053;11900505;;112121X1XX111;10642
2023-07-29;4805;30;36.0;27.0;37.0;50.0;27.0;23.0;27.0;24.0;49.0;52.0;24.0;24.0;34.0;25.0;41.0;49.0;24.0;27.0;42.0;25.0;33.0;43.0;26.0;31.0;20.0;23.0;57.0;18.0;23.0;59.0;36.0;31.0;33.0;59.0;20.0;21.0;59.0;25.0;16.0;1;2;1;2;X;X;1;1;2;2;2;X;1;0;13452;626;131;0;102;1752;17377;14073793;5.0;1212XX11222X1;319248
2023-08-05;4806;31;35.0;30.0;35.0;46.0;28.0;26.0;50.0;27.0;23.0;57.0;24.0;19.0;43.0;28.0;29.0;58.0;24.0;18.0;55.0;25.0;20.0;45.0;28.0;27.0;71.0;17.0;12.0;55.0;24.0;21.0;54.0;24.0;22.0;51.0;25.0;24.0;36.0;27.0;37.0;1;X;2;1;1;1;X;1;1;1;2;1;X;150892;1017;68;20;68;1721;20345;140742;17952569;10.0;1X2111X11121X;34692
2023-08-12;4807;32;54.0;24.0;22.0;43.0;28.0;29.0;35.0;28.0;37.0;73.0;16.0;11.0;31.0;30.0;39.0;24.0;25.0;51.0;19.0;24.0;57.0;47.0;27.0;26.0;47.0;26.0;27.0;34.0;27.0;39.0;32.0;29.0;39.0;54.0;25.0;21.0;48.0;27.0;25.0;1;2;X;1;2;1;2;2;1;1;X;X;1;342105;2109;133;37;38;1322;16705;123871;28608301;13.0;12X1212211XX1;79949
2023-08-19;4808;33;60.0;22.0;18.0;31.0;26.0;43.0;78.0;14.0;8.0;36.0;28.0;36.0;20.0;24.0;56.0;50.0;26.0;24.0;43.0;28.0;29.0;57.0;23.0;20.0;37.0;30.0;33.0;43.0;28.0;29.0;57.0;24.0;19.0;42.0;27.0;31.0;27.0;27.0;46.0;1;1;1;2;2;2;2;X;2;1;1;X;2;36839;606;50;18;177;4033;38586;222283;25078965;;1112222X211X2;33784
2023-08-26;4809;34;63.0;21.0;16.0;77.0;15.0;8.0;73.0;16.0;11.0;42.0;28.0;30.0;47.0;27.0;26.0;42.0;29.0;29.0;50.0;27.0;23.0;44.0;29.0;27.0;47.0;26.0;27.0;28.0;27.0;45.0;41.0;29.0;30.0;36.0;29.0;35.0;43.0;27.0;30.0;2;X;1;2;X;2;1;1;X;2;1;1;1;299486;3386;179;46;25;829;12534;100434;28796816;;2X12X211X2111;356279
2023-09-02;4810;35;38.0;25.0;37.0;69.0;18.0;13.0;25.0;23.0;52.0;58.0;23.0;19.0;44.0;27.0;29.0;55.0;24.0;21.0;58.0;22.0;20.0;62.0;22.0;16.0;57.0;22.0;21.0;36.0;26.0;38.0;24.0;25.0;51.0;45.0;27.0;28.0;57.0;24.0;19.0;1;2;2;X;X;1;2;X;2;1;1;2;2;0;157050;7669;1598;0;21;344;3439;33826295;13.0;122XX12X21122;1342710
2023-09-09;4811;36;11.0;19.0;70.0;12.0;20.0;68.0;10.0;17.0;73.0;47.0;28.0;25.0;17.0;24.0;59.0;60.0;22.0;18.0;40.0;26.0;34.0;17.0;22.0;61.0;44.0;25.0;31.0;46.0;25.0;29.0;27.0;25.0;48.0;17.0;22.0;61.0;32.0;32.0;36.0;2;X;X;X;X;2;2;X;X;1;2;X;1;14790124;49960;2088;429;1;45;861;8727;23058799;14.0;2XXXX22XX12X1;1043076
2023-09-16;4812;37;62.0;22.0;16.0;45.0;24.0;31.0;15.0;20.0;65.0;74.0;16.0;10.0;50.0;25.0;25.0;57.0;24.0;19.0;37.0;27.0;36.0;39.0;28.0;33.0;50.0;25.0;25.0;46.0;27.0;27.0;30.0;27.0;43.0;26.0;27.0;47.0;48.0;27.0;25.0;1;2;2;1;1;1;1;X;1;1;2;2;1;559;18;0;0;12211;141862;707325;2035972;23300021;;1221111X11221;46
2023-09-23;4813;38;23.0;23.0;54.0;54.0;25.0;21.0;50.0;27.0;23.0;28.0;28.0;44.0;53.0;25.0;22.0;51.0;26.0;23.0;58.0;24.0;18.0;35.0;27.0;38.0;31.0;27.0;42.0;33.0;30.0;37.0;45.0;27.0;28.0;46.0;27.0;27.0;37.0;27.0;36.0;2;2;X;X;1;1;1;1;1;X;1;X;X;282047;2150;143;41;50;1356;16223;118369;29912394;14.0;22XX11111X1XX;150353
2023-09-30;4814;39;33.0;24.0;43.0;17.0;20.0;63.0;61.0;22.0;17.0;59.0;24.0;17.0;73.0;17.0;10.0;12.0;17.0;71.0;65.0;20.0;15.0;27.0;24.0;49.0;45.0;28.0;27.0;51.0;26.0;23.0;38.0;30.0;32.0;32.0;28.0;40.0;41.0;28.0;31.0;1;2;2;2;1;1;1;X;2;1;2;2;2;1009940;11427;683;169;7;232;3101;21027;27190700;;1222111X21222;321362
2023-10-07;4815;40;47.0;28.0;25.0;23.0;25.0;52.0;58.0;23.0;19.0;50.0;25.0;25.0;59.0;24.0;17.0;38.0;29.0;33.0;39.0;27.0;34.0;58.0;24.0;18.0;63.0;21.0;16.0;46.0;27.0;27.0;39.0;28.0;33.0;35.0;28.0;37.0;36.0;28.0;36.0;X;2;1;1;1;X;X;1;1;X;2;2;X;12106;140;15;0;1652;25954;194213;867630;37371898;20.0;X2111XX11X22X;10567
2023-10-14;4816;41;35.0;30.0;35.0;51.0;28.0;21.0;60.0;25.0;15.0;25.0;24.0;51.0;40.0;28.0;32.0;46.0;28.0;26.0;37.0;29.0;34.0;48.0;27.0;25.0;48.0;26.0;26.0;22.0;24.0;54.0;35.0;29.0;36.0;47.0;28.0;25.0;60.0;22.0;18.0;1;1;2;2;1;X;2;2;1;2;1;2;1;451458;2375;137;36;25;823;11399;88364;20052074;11.0;11221X2212121;94899
2023-10-21;4817;42;32.0;28.0;40.0;14.0;20.0;66.0;69.0;17.0;14.0;66.0;21.0;13.0;59.0;24.0;17.0;40.0;27.0;33.0;53.0;24.0;23.0;33.0;27.0;40.0;47.0;26.0;27.0;40.0;28.0;32.0;33.0;27.0;40.0;54.0;24.0;22.0;22.0;24.0;54.0;X;2;1;1;X;2;1;2;1;1;2;1;2;1615;41;0;0;4466;65165;408547;1448635;27744083;;X211X21211212;864
2023-10-28;4818;43;22.0;24.0;54.0;83.0;12.0;5.0;45.0;27.0;28.0;39.0;26.0;35.0;46.0;26.0;28.0;42.0;28.0;30.0;48.0;27.0;25.0;64.0;20.0;16.0;53.0;25.0;22.0;19.0;23.0;58.0;42.0;27.0;31.0;46.0;28.0;26.0;39.0;28.0;33.0;X;1;1;2;2;1;1;1;2;2;1;X;2;35419;335;27;0;420;9169;88037;492325;31553061;14.0;X1122111221X2;29143
2023-11-04;4819;44;33.0;29.0;38.0;32.0;25.0;43.0;86.0;9.0;5.0;46.0;26.0;28.0;34.0;30.0;36.0;26.0;26.0;48.0;25.0;26.0;49.0;33.0;28.0;39.0;28.0;27.0;45.0;26.0;24.0;50.0;43.0;28.0;29.0;36.0;28.0;36.0;45.0;28.0;27.0;1;X;1;1;2;1;X;X;2;X;X;X;1;532308;4840;314;87;26;675;8303;62535;33510192;13.0;1X1121XX2XXX1;345085
2023-11-11;4820;45;20.0;23.0;57.0;82.0;12.0;6.0;73.0;16.0;11.0;39.0;29.0;32.0;44.0;27.0;29.0;41.0;29.0;30.0;56.0;24.0;20.0;60.0;22.0;18.0;32.0;28.0;40.0;35.0;29.0;36.0;36.0;31.0;33.0;51.0;26.0;23.0;65.0;21.0;14.0;1;1;1;2;2;X;1;1;1;X;2;1;1;45825;683;48;15;150;3772;42743;282691;26438000;;11122X111X211;10611
2023-11-18;4821;46;80.0;14.0;6.0;33.0;29.0;38.0;71.0;18.0;11.0;66.0;19.0;15.0;59.0;24.0;17.0;53.0;27.0;20.0;30.0;23.0;47.0;49.0;26.0;25.0;40.0;27.0;33.0;47.0;26.0;27.0;29.0;25.0;46.0;66.0;19.0;15.0;43.0;26.0;31.0;1;2;X;2;1;1;1;1;X;1;X;1;X;312927;2294;123;31;13;665;9851;81775;15646393;;12X21111X1X1X;104261
